Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:56:30,2018-03-23 17:56:44,13.583s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:56:44,2018-03-23 17:56:45,1.175s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:56:45,2018-03-23 17:56:45,0.105s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:56:45,2018-03-23 17:56:46,0.843s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:56:46,2018-03-23 17:56:47,0.900s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Login with password only (no mail),Chrome 65.0.3325.181,,2018-03-23 17:56:47,2018-03-23 17:56:59,12.027s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:56:47,2018-03-23 17:56:50,3.105s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:56:50,2018-03-23 17:56:54,3.749s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:56:54,2018-03-23 17:56:55,1.162s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:56:55,2018-03-23 17:56:55,0.116s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:56:55,2018-03-23 17:56:56,0.749s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-23 17:56:56,2018-03-23 17:56:58,2.024s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:56:58,2018-03-23 17:56:58,0.174s,PASSED
verifyElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:56:58,2018-03-23 17:56:58,0.033s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:56:58,2018-03-23 17:56:59,0.772s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Recovering the password with the wrong key,Chrome 65.0.3325.181,,2018-03-23 17:56:59,2018-03-23 17:57:12,13.354s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:56:59,2018-03-23 17:57:01,2.249s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:57:01,2018-03-23 17:57:05,3.316s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:57:05,2018-03-23 17:57:06,1.185s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:06,2018-03-23 17:57:06,0.103s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:06,2018-03-23 17:57:07,0.958s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:07,2018-03-23 17:57:07,0.316s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-23 17:57:07,2018-03-23 17:57:09,2.008s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:09,2018-03-23 17:57:09,0.194s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:09,2018-03-23 17:57:10,0.409s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:10,2018-03-23 17:57:10,0.304s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:10,2018-03-23 17:57:10,0.193s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:57:10,2018-03-23 17:57:11,1.104s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:57:11,2018-03-23 17:57:12,0.805s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Password recovery with no key input,Chrome 65.0.3325.181,,2018-03-23 17:57:12,2018-03-23 17:57:21,8.995s,FAILED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:57:12,2018-03-23 17:57:15,2.470s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:57:15,2018-03-23 17:57:18,3.518s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:57:18,2018-03-23 17:57:20,1.169s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:20,2018-03-23 17:57:20,0.130s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:20,2018-03-23 17:57:21,0.817s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:21,2018-03-23 17:57:21,0.682s,FAILED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_reg- Password recovery with different new passwords,Chrome 65.0.3325.181,,2018-03-23 17:57:21,2018-03-23 17:57:40,18.530s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:57:21,2018-03-23 17:57:25,4.006s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:57:25,2018-03-23 17:57:29,3.240s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:57:29,2018-03-23 17:57:30,1.180s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:30,2018-03-23 17:57:30,0.085s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:30,2018-03-23 17:57:31,0.976s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-23 17:57:31,2018-03-23 17:57:32,1.002s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:32,2018-03-23 17:57:32,0.145s,PASSED
delay,Chrome 65.0.3325.181,,2018-03-23 17:57:32,2018-03-23 17:57:33,1.002s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:33,2018-03-23 17:57:33,0.199s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:33,2018-03-23 17:57:33,0.212s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:33,2018-03-23 17:57:34,0.202s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:34,2018-03-23 17:57:34,0.134s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:57:34,2018-03-23 17:57:39,5.214s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:57:39,2018-03-23 17:57:40,0.772s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration using valid Nick and Mail,Chrome 65.0.3325.181,,2018-03-23 17:57:40,2018-03-23 17:57:53,13.069s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:57:40,2018-03-23 17:57:42,2.504s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:57:42,2018-03-23 17:57:45,2.551s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:57:45,2018-03-23 17:57:46,1.160s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:46,2018-03-23 17:57:46,0.127s,PASSED
Statement - x = org.apache.commons.lang.RandomStringUtils.randomNumeric(8),Chrome 65.0.3325.181,,2018-03-23 17:57:46,2018-03-23 17:57:46,0.008s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:46,2018-03-23 17:57:47,0.732s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:57:47,2018-03-23 17:57:47,0.208s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:57:47,2018-03-23 17:57:48,0.377s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:57:48,2018-03-23 17:57:52,4.352s,PASSED
verifyElementText,Chrome 65.0.3325.181,,2018-03-23 17:57:52,2018-03-23 17:57:52,0.101s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:57:52,2018-03-23 17:57:53,0.790s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering a non-valid nickname,Chrome 65.0.3325.181,,2018-03-23 17:57:53,2018-03-23 17:58:02,9.008s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:57:53,2018-03-23 17:57:55,2.455s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:57:55,2018-03-23 17:57:58,2.997s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:57:58,2018-03-23 17:58:00,1.154s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:58:00,2018-03-23 17:58:00,0.101s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:58:00,2018-03-23 17:58:01,1.268s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:58:01,2018-03-23 17:58:01,0.043s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:58:01,2018-03-23 17:58:02,0.830s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Entering non-valid mail,Chrome 65.0.3325.181,,2018-03-23 17:58:02,2018-03-23 17:58:12,9.968s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:58:02,2018-03-23 17:58:04,2.215s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:58:04,2018-03-23 17:58:07,3.254s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:58:07,2018-03-23 17:58:09,1.169s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:58:09,2018-03-23 17:58:09,0.097s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:58:09,2018-03-23 17:58:10,0.824s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:58:10,2018-03-23 17:58:10,0.511s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:58:10,2018-03-23 17:58:11,1.054s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:58:11,2018-03-23 17:58:12,0.733s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration without Mail,Chrome 65.0.3325.181,,2018-03-23 17:58:12,2018-03-23 17:58:21,9.354s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:58:12,2018-03-23 17:58:14,1.946s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:58:14,2018-03-23 17:58:17,3.354s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:58:17,2018-03-23 17:58:18,1.172s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:58:18,2018-03-23 17:58:19,0.113s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:58:19,2018-03-23 17:58:19,0.788s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:58:19,2018-03-23 17:58:20,1.045s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:58:20,2018-03-23 17:58:21,0.798s,PASSED
,,,,,,
Test Cases/Login_Registration_Test_Cases/Login_Reg-Registration without Nickname,Chrome 65.0.3325.181,,2018-03-23 17:58:21,2018-03-23 17:58:32,10.387s,PASSED
openBrowser,Chrome 65.0.3325.181,,2018-03-23 17:58:21,2018-03-23 17:58:24,2.492s,PASSED
navigateToUrl,Chrome 65.0.3325.181,,2018-03-23 17:58:24,2018-03-23 17:58:27,3.133s,PASSED
maximizeWindow,Chrome 65.0.3325.181,,2018-03-23 17:58:27,2018-03-23 17:58:28,1.173s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:58:28,2018-03-23 17:58:28,0.090s,PASSED
setText,Chrome 65.0.3325.181,,2018-03-23 17:58:28,2018-03-23 17:58:30,1.271s,PASSED
click,Chrome 65.0.3325.181,,2018-03-23 17:58:30,2018-03-23 17:58:30,0.223s,PASSED
waitForElementPresent,Chrome 65.0.3325.181,,2018-03-23 17:58:30,2018-03-23 17:58:31,1.062s,PASSED
closeBrowser,Chrome 65.0.3325.181,,2018-03-23 17:58:31,2018-03-23 17:58:32,0.768s,PASSED
